REF_DATE,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars)
1958,13,33,630,41000,1310066,0,1344
1958,14,33,655,22900,86600,35000,756
1958,17,0,0,0,0,0,0
1958,18,17,2210,795000,894000,360000,13578
1958,19,49,1010,5797000,14200000,5746000,281160
1959,0,34,1645,2308000,3470000,1404000,77380
1959,3,88,890,13200,36500,14800,1160
1959,5,0,0,0,0,0,0
1959,6,121,715,167600,580000,235000,20328
1959,8,33,1760,193900,272000,110100,6365
1959,9,84,685,22200,79900,32300,1862
1959,10,41,1440,1357000,2330000,943000,55440
1959,11,85,1660,3150,4700,1900,267
1959,12,33,1095,53600,121000,49000,1764
1959,13,33,1175,47000,1310066,0,1546
1959,14,33,735,6600,22000,9000,218
1959,16,17,30300,430700,35144,14200,7368
1959,17,66,1115,7700,17000,6900,510
1959,18,18,3020,2540000,2075000,840000,46200
1959,19,46,1405,3130000,5500000,2226000,143750
1959,0,33,1590,38000,59000,23900,1257
1959,5,7,36150,47000,3100,1300,364
1959,6,117,590,1450,6000,2450,169
1959,8,44,2365,3900,4100,1650,172
1959,10,41,1880,67900,89300,36100,2816
1959,11,88,2000,4600,5600,2300,406
1959,12,30,2285,1600,1800,700,48
1959,18,24,4950,747000,374000,151000,18106
1959,19,48,1670,43900,65000,26300,2112
1959,0,34,1470,4694700,7886200,3191300,160461
1959,1,140,1155,31450,67200,27200,4403
1959,2,49,1115,31150,69200,28000,1520
1959,3,88,935,80800,213500,86500,7120
1959,4,46,4005,784800,485000,196000,35820
1959,5,5,24140,3575000,366600,148100,18642
1959,6,121,525,436600,2051500,830350,52692
1959,8,40,2155,1278350,1466900,593650,50905
1959,9,84,690,22300,80140,32400,1869
1959,10,45,1445,5307950,9089300,3678600,238705
1959,11,80,995,27650,68800,27800,2203
1959,12,35,990,214400,533700,216700,7482
1959,13,35,1050,181600,1310066,0,6375
1959,14,34,745,32800,108000,44000,1107
1959,15,69,1830,185800,251000,101600,12765
1959,16,14,30700,1124500,90453,36600,15842
1959,17,76,740,14700,49000,19800,1124
1959,18,16,3840,18237000,11735000,4749000,302148
1959,19,48,1220,12112150,24500200,9915500,586704
1959,0,36,1395,718000,1270000,514000,25740
1959,2,42,535,3250,15000,6100,135
1959,3,88,835,4100,12000,4900,360
1959,4,37,1900,3800,5000,2000,142
1959,5,7,11680,132000,28000,11300,1022
1959,6,120,500,116800,575000,233000,13984
1959,8,36,1555,85500,136000,55000,3058
1959,9,70,1000,100,240,100,7
1959,10,42,1340,771000,1420000,575000,32000
1959,11,70,810,16000,49000,19800,1117
1959,12,35,1245,42300,83000,34000,1461
1959,13,35,1260,39000,1310066,0,1346
1959,14,35,1100,3300,7400,3000,115
1959,15,68,1000,1200,3000,1200,81
1959,16,13,24500,174100,17500,7100,2289
1959,17,88,545,7000,32000,12900,614
1959,18,16,3920,1332000,834000,340000,22020
1959,19,51,1560,1687000,2670000,1081000,85560
1959,0,50,1840,4600,6200,2500,228
1959,8,43,2225,63850,70800,28700,2745
1959,10,51,1535,151650,244000,98800,7729
1959,18,16,4100,1307000,789000,319000,21234
1959,19,61,1815,6350,8700,3500,387
1959,0,50,1830,2650,3600,1450,133
1959,2,46,1585,2850,4500,1800,130
1959,5,0,0,0,0,0,0
1959,8,46,1980,5550,6900,2800,257
1959,10,51,1410,64500,113000,45750,3261
1959,18,17,4000,532000,329000,133000,9024
1959,19,61,1855,1950,2600,1050,119
1959,0,51,1725,950,1300,550,48
1959,5,0,0,0,0,0,0
1959,8,50,1970,7100,8900,3600,356
1959,10,60,1565,24700,39000,15800,1472
1959,12,0,0,0,0,0,0
1959,18,16,4610,503000,269000,109000,8310
1959,19,60,1750,1050,1500,600,63
1959,0,45,2195,84200,95000,38400,3827
1959,1,140,1155,30900,66000,26700,4313
1959,2,49,1205,12150,25000,10100,591
1959,4,46,4025,781000,480000,194000,35678
1959,5,4,25560,2888000,280000,113000,13420
1959,6,110,755,5950,19500,7900,655
1959,8,41,2555,793400,767000,310400,32260
1959,10,48,1920,1440300,1853000,749900,69109
1959,11,87,1355,1900,3500,1400,166
1959,12,39,1365,38600,70000,28300,1519
1959,15,69,1840,184600,248000,100400,12684
1959,16,11,34000,458400,33306,13500,5230
1959,18,14,4510,6015000,3300000,1335000,86455
1959,19,58,1955,350000,442300,179000,20358
1959,21,49,1570,11000,17300,7000,540
1959,22,58,1970,339000,1310066,0,19818
1959,0,34,1460,4550000,7700000,3116000,154220
1959,3,88,935,80800,213500,86500,7120
1959,5,8,11230,137000,30200,12200,1112
1959,6,121,525,429200,2026000,820000,51868
1959,8,33,1610,320700,493000,199500,10718
1959,10,41,1295,2945000,5626000,2277000,120300
1959,11,72,870,19950,56700,22900,1444
1959,12,34,925,171800,457600,186000,5805
1959,16,16,28400,604800,52644,21300,9657
1959,18,17,3120,4865000,3853000,1560000,85740
1959,19,48,1205,11702000,23970000,9701000,563270
1959,0,47,2000,1000,1300,500,47
1959,5,0,0,0,0,0,0
1959,8,42,2295,51200,55000,22300,2132
1959,10,48,1675,62450,92000,37250,2996
1959,18,14,3530,272000,191000,77000,3900
1959,19,61,1810,3350,4600,1850,205
1959,0,52,1705,17900,26000,10500,929
1959,1,164,1100,550,1200,500,90
1959,2,51,1290,12900,24700,10000,664
1959,4,0,0,0,0,0,0
1959,5,7,23290,503000,53300,21600,3746
1959,6,0,0,0,0,0,0
1959,8,52,1805,96500,132000,53400,5010
1959,10,55,1360,703100,1277000,516800,38751
1959,11,156,1000,1200,3000,1200,187
1959,12,46,1410,2400,4300,1700,110
1959,16,15,34000,61300,4503,1800,955
1959,18,17,3830,5303000,3419000,1384000,90613
1959,19,58,1735,9900,14200,5700,577
1959,0,34,1270,1524000,2960000,1198000,51100
1959,3,88,950,63500,165000,66800,5600
1959,5,18,556,5000,2200,900,90
1959,6,121,410,144800,871000,352000,17556
1959,8,31,1200,41300,85000,34400,1295
1959,10,40,1075,817000,1876000,759000,32860
1959,11,75,665,800,3000,1200,60
1959,12,34,735,75900,253600,103000,2580
1959,13,34,745,53000,1310066,0,1806
1959,14,34,715,22900,78600,32000,774
1959,17,0,0,0,0,0,0
1959,18,17,2610,993000,944000,380000,17520
1959,19,48,1075,6885000,15800000,6394000,333960
1960,0,36,1550,2068000,3300000,1335000,75050
1960,3,73,825,59900,180000,72800,4356
1960,5,0,0,0,0,0,0
1960,6,108,575,132100,565000,229000,14248
1960,8,35,1760,209400,294000,119000,7388
1960,9,86,490,22700,115000,46500,1950
1960,10,39,1525,1434000,2320000,939000,55800
1960,11,80,900,2250,6200,2500,180
1960,12,32,1050,60900,142000,58000,1944
1960,13,32,1100,54000,1310066,0,1725
1960,14,32,765,6900,22000,9000,219
1960,16,16,29600,495000,41379,16700,8102
1960,17,82,1170,3100,6500,2650,255
1960,18,17,3260,2903000,2200000,890000,51200
1960,19,56,1335,2858000,5300000,2144000,160650
1960,0,38,1710,43600,63000,25500,1642
1960,5,7,34620,45000,3100,1300,340
1960,6,108,545,1450,6500,2650,156
1960,8,46,2500,3500,3500,1400,161
1960,10,45,1800,63100,86700,35100,2823
1960,11,81,1160,2550,5400,2200,207
1960,12,31,2165,1300,1500,600,40
1960,18,23,5280,835000,390000,158000,19780
1960,19,50,1665,51300,76000,30800,2564
1960,0,37,1520,4212900,6856900,2773600,155161
1960,1,142,1010,27050,66100,26750,3832
1960,2,51,1195,34400,71100,28800,1764
1960,3,72,815,252200,763000,308800,18116
1960,4,48,3595,662500,455500,184200,32075
1960,5,5,20340,3015000,366400,148200,15616
1960,6,108,565,573400,2513400,1017150,62173
1960,8,41,2175,1202850,1366400,552900,48930
1960,9,83,495,26200,131050,53000,2169
1960,10,44,1580,6145850,9619700,3892600,269885
1960,11,78,1235,30450,60900,24650,2366
1960,12,34,1140,259500,560800,227400,8846
1960,13,34,1180,220200,1310066,0,7554
1960,14,33,965,39300,101500,40800,1292
1960,15,75,1485,136050,226500,91700,10153
1960,16,15,28600,996700,86128,34800,15778
1960,17,95,955,13300,34500,13950,1263
1960,18,16,4000,19591000,12106000,4902000,318695
1960,19,58,1420,14107400,24538300,9928900,812838
1960,0,39,1390,523000,930000,376000,20160
1960,2,46,835,5100,15000,6100,234
1960,3,88,815,10900,33000,13400,960
1960,4,43,2045,4500,5500,2200,193
1960,5,7,11930,130000,26900,10900,1001
1960,6,108,570,162600,707000,286000,17600
1960,8,37,1600,81500,126000,51000,2996
1960,9,150,500,100,450,200,15
1960,10,40,1425,864000,1500000,607000,34720
1960,11,74,1255,20850,41000,16600,1534
1960,12,34,1240,41900,83000,33800,1444
1960,13,34,1250,40000,1310066,0,1379
1960,14,34,1055,1900,4500,1800,65
1960,15,87,750,150,500,200,13
1960,16,15,23200,234500,25068,10100,3549
1960,17,99,905,10200,28000,11300,1008
1960,18,14,3830,1457000,934000,380000,20717
1960,19,59,1585,1796000,2800000,1133000,106260
1960,0,50,2045,4500,5400,2200,226
1960,8,43,2540,69550,67900,27400,2977
1960,10,52,1795,174450,240000,97100,9098
1960,18,15,4390,1320000,745000,301000,20606
1960,19,61,1820,6000,8100,3300,365
1960,0,51,2040,2650,3200,1300,135
1960,2,53,1750,3150,4400,1800,168
1960,5,0,0,0,0,0,0
1960,8,46,2395,6350,6600,2650,295
1960,10,51,1745,76300,108000,43700,3907
1960,18,15,4210,522000,306000,124000,8050
1960,19,62,1800,1800,2500,1000,112
1960,0,51,2125,850,1000,400,43
1960,5,0,0,0,0,0,0
1960,8,52,2360,7900,8300,3350,407
1960,10,61,1800,26200,36000,14550,1598
1960,12,0,0,0,0,0,0
1960,18,16,4750,484000,253000,102000,8144
1960,19,60,1725,950,1300,550,57
1960,0,45,2140,71900,83000,33600,3270
1960,1,141,1010,26500,65000,26300,3744
1960,2,51,1185,14350,30000,12100,733
1960,4,48,3615,658000,450000,182000,31882
1960,5,4,20680,2357000,282000,114000,10808
1960,6,109,1315,10650,20000,8100,1163
1960,8,42,2540,688400,670000,271100,28669
1960,10,49,1900,1269800,1650000,667700,62575
1960,11,85,1335,1600,3000,1200,136
1960,12,40,1455,38300,65000,26300,1523
1960,15,75,1485,135900,226000,91500,10140
1960,16,15,33100,192200,14258,5800,2929
1960,18,14,4830,6641000,3400000,1376000,95173
1960,19,53,2235,488800,542000,218900,25846
1960,21,50,1565,10800,17000,6900,545
1960,22,53,2255,478000,1310066,0,25301
1960,0,37,1505,4072000,6680000,2702000,148930
1960,3,72,815,252200,763000,308800,18116
1960,5,7,11640,135000,28600,11600,1069
1960,6,108,555,558900,2481000,1004000,60552
1960,8,35,1660,349700,520000,210500,12314
1960,10,39,1465,3763000,6344000,2567000,146570
1960,11,73,1240,25150,50200,20300,1845
1960,12,33,1095,217300,490000,198800,7168
1960,16,16,27200,729500,66447,26800,11651
1960,18,16,3450,5790000,4144000,1680000,94864
1960,19,58,1400,13553000,23900000,9671000,783570
1960,0,48,2000,1000,1200,500,48
1960,5,0,0,0,0,0,0
1960,8,41,2585,55300,53000,21400,2275
1960,10,50,1850,71950,96000,38850,3593
1960,18,14,4190,314000,186000,75000,4412
1960,19,60,1855,3250,4300,1750,196
1960,0,52,2030,20900,25500,10300,1093
1960,1,160,1220,550,1100,450,88
1960,2,53,1340,11800,21700,8800,629
1960,4,0,0,0,0,0,0
1960,5,7,22440,478000,52700,21300,3399
1960,6,126,1000,2400,5900,2400,302
1960,8,52,2160,91700,105000,42500,4809
1960,10,56,1665,875500,1299000,525700,48819
1960,11,155,1210,1150,2300,950,178
1960,12,44,1530,2600,4300,1700,115
1960,16,16,34100,75000,5423,2200,1198
1960,18,17,3610,5005000,3427000,1387000,88272
1960,19,59,1695,8300,12200,4900,493
1960,0,36,1495,1481000,2450000,991000,53720
1960,3,71,815,181400,550000,222600,12800
1960,5,13,714,5000,1700,700,68
1960,6,109,540,264200,1209000,489000,28704
1960,8,33,1450,58800,100000,40500,1930
1960,9,60,540,3400,15600,6300,204
1960,10,38,1435,1465000,2524000,1021000,56050
1960,11,64,1710,2050,3000,1200,131
1960,12,33,1070,114500,265000,107000,3780
1960,13,33,1090,84000,1310066,0,2772
1960,14,33,1015,30500,75000,30000,1008
1960,17,0,0,0,0,0,0
1960,18,16,3490,1430000,1010000,410000,22947
1960,19,58,1390,8899000,15800000,6394000,516660
1961,0,49,1445,1676000,2867000,1160000,81620
1961,3,82,960,119300,307000,124200,9731
1961,5,0,0,0,0,0,0
1961,6,131,695,101600,362000,146000,13280
1961,8,43,1520,229800,374000,151400,9794
1961,9,95,265,7400,69200,28000,701
1961,10,42,1405,1326000,2330000,943000,55040
1961,11,89,985,3550,8800,3600,317
1961,12,41,830,58100,174300,70000,2392
1961,13,41,885,53000,1310066,0,2184
1961,14,41,510,5100,25300,10000,208
1961,16,15,29800,476700,39538,16000,7214
1961,17,73,895,1250,3400,1400,91
1961,18,22,2880,2877000,2477000,1000000,63420
1961,19,63,1065,2422000,5633000,2279000,153080
1961,0,41,2005,51500,63400,25700,2128
1961,5,6,32140,45000,3400,1400,300
1961,6,128,760,950,3100,1250,122
1961,8,53,2335,4200,4500,1800,221
1961,10,44,1940,69500,88500,35800,3063
1961,11,77,1405,2250,3900,1600,173
1961,12,41,1750,1400,2000,800,58
1961,18,23,4910,801000,403000,163000,18764
1961,19,51,1910,67500,87300,35300,3421
1961,0,48,1095,2451700,5529000,2237050,118810
1961,1,143,1355,36100,65700,26600,5171
1961,2,52,1135,26500,57500,23300,1390
1961,3,79,885,254500,710300,287500,20179
1961,4,48,4590,742100,400100,161700,35334
1961,5,6,25200,3677000,360100,145900,21949
1961,6,131,435,367700,2086000,844150,48131
1961,8,44,1975,1251450,1565700,633600,54775
1961,9,79,350,17100,120800,48900,1355
1961,10,49,1265,4378900,8542700,3457350,212795
1961,11,82,1050,28300,66300,26900,2313
1961,12,42,730,165400,560800,226300,6983
1961,13,42,785,149700,1310066,0,6322
1961,14,42,440,15700,89200,35800,661
1961,15,83,2105,180500,212000,85800,14920
1961,16,14,29200,1003100,84927,34400,14515
1961,17,96,800,10950,33900,13700,1052
1961,18,17,3810,18879000,12229000,4954000,325327
1961,19,63,755,7713950,25316000,10244900,486324
1961,0,48,740,196000,655000,265000,9450
1961,2,53,585,3100,13200,5300,164
1961,3,79,690,8200,29300,11900,648
1961,4,45,1825,3100,4100,1700,141
1961,5,10,8900,113000,31300,12700,1188
1961,6,130,360,109200,748000,303000,14190
1961,8,45,920,58300,157000,63500,2600
1961,9,97,430,1900,10800,4400,184
1961,10,41,705,370000,1300000,526000,15120
1961,11,77,1010,19050,46700,18900,1470
1961,12,43,705,22400,79500,31800,957
1961,13,43,710,22000,1310066,0,940
1961,14,43,500,400,2000,800,17
1961,16,14,19800,170600,21141,8600,2430
1961,17,99,790,9700,30500,12300,961
1961,18,19,2000,820000,1004000,410000,15820
1961,19,65,785,926000,2914000,1179000,59840
1961,0,54,1865,4200,5500,2250,227
1961,8,48,2380,64750,67200,27200,3132
1961,10,56,1620,157000,239200,96850,8745
1961,18,15,4450,1258000,700000,283000,19688
1961,19,62,1860,5950,8000,3200,367
1961,0,55,1770,2300,3200,1300,126
1961,2,53,1615,2100,3200,1300,111
1961,5,0,0,0,0,0,0
1961,8,49,2055,5450,6600,2650,267
1961,10,54,1495,62900,104000,42100,3384
1961,18,15,4260,494000,287000,116000,7630
1961,19,61,1700,1700,2500,1000,104
1961,0,54,2000,900,1100,450,49
1961,5,0,0,0,0,0,0
1961,8,54,2115,7300,8500,3450,393
1961,10,62,1600,24350,37500,15200,1516
1961,12,0,0,0,0,0,0
1961,18,16,4880,464000,234000,95000,7424
1961,19,62,2090,1150,1400,550,71
1961,0,48,2310,72800,77900,31500,3509
1961,1,143,1355,35700,64900,26300,5109
1961,2,50,1195,11450,23600,9600,573
1961,4,48,4620,739000,396000,160000,35193
1961,5,5,27430,2990000,269000,109000,16941
1961,6,124,1130,9700,21300,8600,1204
1961,8,43,2670,776300,718000,290600,33090
1961,10,53,1910,1386100,1794000,726000,72802
1961,11,94,1390,1600,2800,1150,151
1961,12,43,1560,39100,62100,25100,1679
1961,15,83,2105,180500,212000,85800,14920
1961,16,12,38300,253000,16353,6600,3229
1961,18,14,5240,6965000,3281000,1328000,103039
1961,19,53,2370,556700,581100,235100,29444
1961,21,53,1570,12700,20100,8100,671
1961,22,53,2395,544000,1310066,0,28773
1961,0,49,1065,2307000,5361000,2169000,112070
1961,3,79,885,254500,710300,287500,20179
1961,5,10,8580,115000,33100,13400,1222
1961,6,131,425,353000,2051000,830000,46286
1961,8,43,1180,318100,667000,269900,13584
1961,10,41,960,1989000,5122000,2073000,82320
1961,11,79,1005,23500,57700,23400,1845
1961,12,42,615,122700,492700,198800,5147
1961,16,14,26300,647300,60679,24600,9644
1961,18,21,2350,4327000,4533000,1840000,92426
1961,19,64,710,7077000,24629000,9967000,452670
1961,0,52,2000,1000,1200,500,52
1961,5,0,0,0,0,0,0
1961,8,48,2465,52000,52100,21100,2472
1961,10,55,1765,69750,97700,39550,3845
1961,18,15,4170,300000,179000,72000,4634
1961,19,62,1880,3100,4100,1650,192
1961,0,54,1885,16200,21200,8600,876
1961,1,155,1335,400,800,300,62
1961,2,55,1385,9850,17500,7100,542
1961,4,0,0,0,0,0,0
1961,5,6,23850,527000,54600,22100,3486
1961,6,128,940,4050,10600,4300,519
1961,8,54,2000,88100,109000,44100,4748
1961,10,59,1480,777300,1299000,525700,45865
1961,11,152,1265,950,1900,750,144
1961,12,45,1375,2200,4000,1600,99
1961,16,16,32100,102800,7895,3200,1642
1961,18,16,4130,5528000,3312000,1340000,91410
1961,19,62,1580,6800,10600,4300,422
1961,0,48,585,435000,1839000,744000,21000
1961,3,77,840,127000,374000,151400,9800
1961,5,17,286,2000,1800,700,34
1961,6,132,375,142200,941000,381000,18816
1961,8,40,545,30000,136000,55000,1190
1961,9,60,475,7800,40800,16500,470
1961,10,42,485,293000,1492000,604000,12160
1961,11,64,1000,900,2200,900,58
1961,12,43,435,42200,238900,97000,1798
1961,13,43,445,32000,1310066,0,1362
1961,14,43,410,10200,61900,25000,436
1961,17,0,0,0,0,0,0
1961,18,20,1470,630000,1052000,430000,13186
1961,19,64,575,3729000,16082000,6509000,239750
1962,0,43,1685,1938000,2839000,1149000,83660
1962,3,93,865,60300,172000,69600,5586
1962,5,0,0,0,0,0,0
1962,6,124,625,86400,340000,138000,10676
1962,8,43,1855,275600,367000,148500,11880
1962,9,94,595,8200,34000,13800,774
1962,10,39,1770,1897000,2646000,1071000,73800
1962,11,84,1140,3650,7800,3200,306
1962,12,41,955,61200,158200,64000,2496
1962,13,41,980,51000,1310066,0,2080
1962,14,41,850,10200,30200,12000,416
1962,16,23,29600,483200,40277,16300,11323
1962,17,83,900,900,2500,1000,75
1962,18,18,3420,3629000,2626000,1060000,68000
1962,19,60,1295,3048000,5807000,2350000,181440
1962,0,41,2090,67500,79900,32300,2759
1962,5,6,38570,54000,3500,1400,354
1962,6,118,665,600,2200,900,71
1962,8,49,2565,4100,3900,1600,200
1962,10,40,2120,75600,88100,35700,3038
1962,11,78,1375,1650,3000,1200,128
1962,12,40,2165,1300,1600,600,52
1962,18,23,5100,816000,396000,160000,19350
1962,19,57,2015,76200,93500,37800,4368
1962,0,43,1690,3611350,5286800,2139750,156024
1962,1,154,1465,38800,65500,26500,5989
1962,2,58,1330,25000,46600,18800,1440
1962,3,90,885,132900,371200,150200,11972
1962,4,50,4785,848400,439300,177300,42734
1962,5,6,27020,4340000,397700,160600,26180
1962,6,120,695,408050,1446400,585450,49156
1962,8,43,2395,1475400,1523700,616650,63443
1962,9,87,625,22800,90000,36500,1984
1962,10,43,1775,7597300,10568100,4277500,328658
1962,11,84,1115,22350,49500,20050,1874
1962,12,42,1210,312000,637800,257900,13041
1962,13,42,1280,280000,1310066,0,11706
1962,14,42,815,32000,97300,39200,1335
1962,15,91,2010,179800,221000,89400,16388
1962,16,20,29300,1003200,84677,34200,21004
1962,17,116,850,7900,23000,9300,920
1962,18,17,4080,20539000,12429000,5028000,361009
1962,19,61,1420,15393450,26818200,10851850,941488
1962,0,44,1790,457000,629000,255000,20160
1962,2,74,1140,4550,10000,4000,336
1962,3,77,1015,13200,32200,13000,1015
1962,4,45,2615,3400,3300,1300,152
1962,5,7,15130,236000,38500,15600,1820
1962,6,118,735,198100,667000,270000,23400
1962,8,40,2035,102100,124000,50200,4100
1962,9,98,710,4900,17000,6900,482
1962,10,38,1890,1373000,1794000,726000,52510
1962,11,81,1055,13600,31800,12900,1100
1962,12,41,1585,76500,119000,48200,3150
1962,13,41,1595,75000,1310066,0,3087
1962,14,42,1250,1500,3000,1200,63
1962,16,22,20500,178500,21565,8700,3976
1962,17,121,845,7000,20500,8300,845
1962,18,15,4510,1896000,1045000,420000,29260
1962,19,62,1770,2177000,3042000,1231000,136000
1962,0,49,2165,8550,9800,3950,422
1962,8,44,2475,65900,65900,26650,2867
1962,10,52,1815,173500,236000,95500,9061
1962,18,16,4260,1171000,681000,275000,19697
1962,19,61,2050,6250,7600,3050,384
1962,0,53,2035,2850,3400,1400,150
1962,2,54,1730,2250,3200,1300,122
1962,5,0,0,0,0,0,0
1962,8,48,2355,6600,6900,2800,318
1962,10,53,1755,72500,102000,41300,3807
1962,18,16,4340,482000,275000,111000,7965
1962,19,62,1895,1800,2400,950,112
1962,0,55,1820,1000,1400,550,55
1962,5,0,0,0,0,0,0
1962,8,50,1910,6200,8000,3250,313
1962,10,57,1495,22350,37000,14950,1276
1962,12,0,0,0,0,0,0
1962,18,18,4570,420000,227000,92000,7871
1962,19,61,2125,850,1000,400,52
1962,0,51,2430,79200,80500,32600,4003
